contrast,estimate,SE,df,t.ratio,p.value
CN1 F2700 A_Wet - ANT F2700 B_Dry,-0.01951289567215429,NA,1051,NA,NA
CN1 F2700 A_Wet - CN1 F2700 B_Dry,0.018155323832425744,NA,1051,NA,NA
CN1 F2700 A_Wet - VER F2700 B_Dry,0.06177087963801187,NA,1051,NA,NA
CN1 F2700 A_Wet - ALL G3200 B_Dry,0.2689883269607723,NA,1051,NA,NA
CN1 F2700 A_Wet - ANT G3200 B_Dry,-0.7721759122944634,NA,1051,NA,NA
CN1 F2700 A_Wet - CN1 G3200 B_Dry,-0.11993649710344928,NA,1051,NA,NA
CN1 F2700 A_Wet - VER G3200 B_Dry,-0.0880434811716324,NA,1051,NA,NA
CN1 F2700 A_Wet - ALL H3700 B_Dry,0.250735902100712,NA,1051,NA,NA
CN1 F2700 A_Wet - ANT H3700 B_Dry,-0.7904283371545237,NA,1051,NA,NA
CN1 F2700 A_Wet - CN1 H3700 B_Dry,-0.16095107933577274,NA,1051,NA,NA
CN1 F2700 A_Wet - VER H3700 B_Dry,-0.08832899609983368,NA,1051,NA,NA
VER F2700 A_Wet - ALL G3200 A_Wet,0.3536750896673643,NA,1051,NA,NA
VER F2700 A_Wet - ANT G3200 A_Wet,-0.6874891495878713,NA,1051,NA,NA
VER F2700 A_Wet - CN1 G3200 A_Wet,-0.0352497343968573,NA,1051,NA,NA
VER F2700 A_Wet - VER G3200 A_Wet,-0.0033567184650404123,NA,1051,NA,NA
VER F2700 A_Wet - ALL H3700 A_Wet,0.348879842226976,NA,1051,NA,NA
VER F2700 A_Wet - ANT H3700 A_Wet,-0.6922843970282596,NA,1051,NA,NA
VER F2700 A_Wet - CN1 H3700 A_Wet,-0.06280713920950876,NA,1051,NA,NA
VER F2700 A_Wet - VER H3700 A_Wet,0.009814944026430314,NA,1051,NA,NA
VER F2700 A_Wet - ALL A200 B_Dry,0.043603444150316195,NA,1051,NA,NA
VER F2700 A_Wet - ANT A200 B_Dry,0.0024392048950805227,NA,1051,NA,NA
VER F2700 A_Wet - CN1 A200 B_Dry,-0.02221386413703111,NA,1051,NA,NA
VER F2700 A_Wet - VER A200 B_Dry,0.049510762291443015,NA,1051,NA,NA
VER F2700 A_Wet - ALL B700 B_Dry,0.02416903440766288,NA,1051,NA,NA
VER F2700 A_Wet - ANT B700 B_Dry,-0.00702949135953717,NA,1051,NA,NA
VER F2700 A_Wet - CN1 B700 B_Dry,-0.0012528166007378604,NA,1051,NA,NA
VER F2700 A_Wet - VER B700 B_Dry,0.03719670396369402,NA,1051,NA,NA
VER F2700 A_Wet - ALL C1200 B_Dry,0.031055803378158744,NA,1051,NA,NA
VER F2700 A_Wet - ANT C1200 B_Dry,-0.05709476983277217,NA,1051,NA,NA
VER F2700 A_Wet - CN1 C1200 B_Dry,-0.03417355586310363,NA,1051,NA,NA
VER F2700 A_Wet - VER C1200 B_Dry,0.024454826177158735,NA,1051,NA,NA
VER F2700 A_Wet - ALL D1700 B_Dry,0.021759933824521814,NA,1051,NA,NA
VER F2700 A_Wet - ANT D1700 B_Dry,-0.0045963133969580214,NA,1051,NA,NA
VER F2700 A_Wet - CN1 D1700 B_Dry,-0.02152105288073014,NA,1051,NA,NA
VER F2700 A_Wet - VER D1700 B_Dry,0.03522460406456766,NA,1051,NA,NA
VER F2700 A_Wet - ALL E2200 B_Dry,-0.022816156565568953,NA,1051,NA,NA
VER F2700 A_Wet - ANT E2200 B_Dry,-0.061441513443662395,NA,1051,NA,NA
VER F2700 A_Wet - CN1 E2200 B_Dry,-0.09288909208117227,NA,1051,NA,NA
VER F2700 A_Wet - VER E2200 B_Dry,-0.11190762842122237,NA,1051,NA,NA
VER F2700 A_Wet - ALL F2700 B_Dry,0.025988147183908458,NA,1051,NA,NA
VER F2700 A_Wet - ANT F2700 B_Dry,-0.06312845147774042,NA,1051,NA,NA
VER F2700 A_Wet - CN1 F2700 B_Dry,-0.025460231973160382,NA,1051,NA,NA
VER F2700 A_Wet - VER F2700 B_Dry,0.018155323832425744,NA,1051,NA,NA
VER F2700 A_Wet - ALL G3200 B_Dry,0.2253727711551862,NA,1051,NA,NA
VER F2700 A_Wet - ANT G3200 B_Dry,-0.8157914681000494,NA,1051,NA,NA
VER F2700 A_Wet - CN1 G3200 B_Dry,-0.1635520529090354,NA,1051,NA,NA
VER F2700 A_Wet - VER G3200 B_Dry,-0.1316590369772185,NA,1051,NA,NA
VER F2700 A_Wet - ALL H3700 B_Dry,0.2071203462951259,NA,1051,NA,NA
VER F2700 A_Wet - ANT H3700 B_Dry,-0.8340438929601097,NA,1051,NA,NA
VER F2700 A_Wet - CN1 H3700 B_Dry,-0.20456663514135887,NA,1051,NA,NA
VER F2700 A_Wet - VER H3700 B_Dry,-0.1319445519054198,NA,1051,NA,NA
ALL G3200 A_Wet - ANT G3200 A_Wet,-1.0411642392552356,NA,1051,NA,NA
ALL G3200 A_Wet - CN1 G3200 A_Wet,-0.3889248240642216,NA,1051,NA,NA
ALL G3200 A_Wet - VER G3200 A_Wet,-0.3570318081324047,NA,1051,NA,NA
ALL G3200 A_Wet - ALL H3700 A_Wet,-0.004795247440388284,NA,1051,NA,NA
ALL G3200 A_Wet - ANT H3700 A_Wet,-1.0459594866956239,NA,1051,NA,NA
ALL G3200 A_Wet - CN1 H3700 A_Wet,-0.41648222887687303,NA,1051,NA,NA
ALL G3200 A_Wet - VER H3700 A_Wet,-0.343860145640934,NA,1051,NA,NA
ALL G3200 A_Wet - ALL A200 B_Dry,-0.3100716455170481,NA,1051,NA,NA
ALL G3200 A_Wet - ANT A200 B_Dry,-0.3512358847722838,NA,1051,NA,NA
ALL G3200 A_Wet - CN1 A200 B_Dry,-0.3758889538043954,NA,1051,NA,NA
ALL G3200 A_Wet - VER A200 B_Dry,-0.3041643273759213,NA,1051,NA,NA
ALL G3200 A_Wet - ALL B700 B_Dry,-0.3295060552597014,NA,1051,NA,NA
ALL G3200 A_Wet - ANT B700 B_Dry,-0.36070458102690145,NA,1051,NA,NA
ALL G3200 A_Wet - CN1 B700 B_Dry,-0.35492790626810217,NA,1051,NA,NA
ALL G3200 A_Wet - VER B700 B_Dry,-0.31647838570367026,NA,1051,NA,NA
ALL G3200 A_Wet - ALL C1200 B_Dry,-0.32261928628920555,NA,1051,NA,NA
ALL G3200 A_Wet - ANT C1200 B_Dry,-0.41076985950013645,NA,1051,NA,NA
ALL G3200 A_Wet - CN1 C1200 B_Dry,-0.38784864553046794,NA,1051,NA,NA
ALL G3200 A_Wet - VER C1200 B_Dry,-0.32922026349020556,NA,1051,NA,NA
ALL G3200 A_Wet - ALL D1700 B_Dry,-0.3319151558428425,NA,1051,NA,NA
ALL G3200 A_Wet - ANT D1700 B_Dry,-0.3582714030643223,NA,1051,NA,NA
ALL G3200 A_Wet - CN1 D1700 B_Dry,-0.3751961425480944,NA,1051,NA,NA
ALL G3200 A_Wet - VER D1700 B_Dry,-0.31845048560279665,NA,1051,NA,NA
ALL G3200 A_Wet - ALL E2200 B_Dry,-0.37649124623293323,NA,1051,NA,NA
ALL G3200 A_Wet - ANT E2200 B_Dry,-0.4151166031110267,NA,1051,NA,NA
ALL G3200 A_Wet - CN1 E2200 B_Dry,-0.44656418174853657,NA,1051,NA,NA
ALL G3200 A_Wet - VER E2200 B_Dry,-0.4655827180885867,NA,1051,NA,NA
ALL G3200 A_Wet - ALL F2700 B_Dry,-0.32768694248345587,NA,1051,NA,NA
ALL G3200 A_Wet - ANT F2700 B_Dry,-0.4168035411451047,NA,1051,NA,NA
ALL G3200 A_Wet - CN1 F2700 B_Dry,-0.37913532164052466,NA,1051,NA,NA
ALL G3200 A_Wet - VER F2700 B_Dry,-0.33551976583493853,NA,1051,NA,NA
ALL G3200 A_Wet - ALL G3200 B_Dry,-0.1283023185121781,NA,1051,NA,NA
ALL G3200 A_Wet - ANT G3200 B_Dry,-1.1694665577674137,NA,1051,NA,NA
ALL G3200 A_Wet - CN1 G3200 B_Dry,-0.5172271425763997,NA,1051,NA,NA
ALL G3200 A_Wet - VER G3200 B_Dry,-0.4853341266445828,NA,1051,NA,NA
ALL G3200 A_Wet - ALL H3700 B_Dry,-0.1465547433722384,NA,1051,NA,NA
ALL G3200 A_Wet - ANT H3700 B_Dry,-1.187718982627474,NA,1051,NA,NA
ALL G3200 A_Wet - CN1 H3700 B_Dry,-0.5582417248087231,NA,1051,NA,NA
ALL G3200 A_Wet - VER H3700 B_Dry,-0.4856196415727841,NA,1051,NA,NA
ANT G3200 A_Wet - CN1 G3200 A_Wet,0.652239415191014,NA,1051,NA,NA
ANT G3200 A_Wet - VER G3200 A_Wet,0.684132431122831,NA,1051,NA,NA
ANT G3200 A_Wet - ALL H3700 A_Wet,1.0363689918148473,NA,1051,NA,NA
ANT G3200 A_Wet - ANT H3700 A_Wet,-0.004795247440388284,NA,1051,NA,NA
ANT G3200 A_Wet - CN1 H3700 A_Wet,0.6246820103783626,NA,1051,NA,NA
ANT G3200 A_Wet - VER H3700 A_Wet,0.6973040936143017,NA,1051,NA,NA
ANT G3200 A_Wet - ALL A200 B_Dry,0.7310925937381876,NA,1051,NA,NA
ANT G3200 A_Wet - ANT A200 B_Dry,0.6899283544829519,NA,1051,NA,NA
ANT G3200 A_Wet - CN1 A200 B_Dry,0.6652752854508402,NA,1051,NA,NA
ANT G3200 A_Wet - VER A200 B_Dry,0.7369999118793144,NA,1051,NA,NA
ANT G3200 A_Wet - ALL B700 B_Dry,0.7116581839955343,NA,1051,NA,NA
ANT G3200 A_Wet - ANT B700 B_Dry,0.6804596582283342,NA,1051,NA,NA
ANT G3200 A_Wet - CN1 B700 B_Dry,0.6862363329871335,NA,1051,NA,NA
ANT G3200 A_Wet - VER B700 B_Dry,0.7246858535515653,NA,1051,NA,NA
ANT G3200 A_Wet - ALL C1200 B_Dry,0.7185449529660302,NA,1051,NA,NA
ANT G3200 A_Wet - ANT C1200 B_Dry,0.6303943797550992,NA,1051,NA,NA
ANT G3200 A_Wet - CN1 C1200 B_Dry,0.6533155937247678,NA,1051,NA,NA
ANT G3200 A_Wet - VER C1200 B_Dry,0.7119439757650301,NA,1051,NA,NA
ANT G3200 A_Wet - ALL D1700 B_Dry,0.7092490834123932,NA,1051,NA,NA
ANT G3200 A_Wet - ANT D1700 B_Dry,0.6828928361909133,NA,1051,NA,NA
ANT G3200 A_Wet - CN1 D1700 B_Dry,0.6659680967071412,NA,1051,NA,NA
ANT G3200 A_Wet - VER D1700 B_Dry,0.7227137536524391,NA,1051,NA,NA
ANT G3200 A_Wet - ALL E2200 B_Dry,0.6646729930223024,NA,1051,NA,NA
ANT G3200 A_Wet - ANT E2200 B_Dry,0.626047636144209,NA,1051,NA,NA
ANT G3200 A_Wet - CN1 E2200 B_Dry,0.5946000575066991,NA,1051,NA,NA
ANT G3200 A_Wet - VER E2200 B_Dry,0.575581521166649,NA,1051,NA,NA
ANT G3200 A_Wet - ALL F2700 B_Dry,0.7134772967717798,NA,1051,NA,NA
ANT G3200 A_Wet - ANT F2700 B_Dry,0.624360698110131,NA,1051,NA,NA
ANT G3200 A_Wet - CN1 F2700 B_Dry,0.6620289176147109,NA,1051,NA,NA
ANT G3200 A_Wet - VER F2700 B_Dry,0.7056444734202971,NA,1051,NA,NA
ANT G3200 A_Wet - ALL G3200 B_Dry,0.9128619207430576,NA,1051,NA,NA
ANT G3200 A_Wet - ANT G3200 B_Dry,-0.1283023185121781,NA,1051,NA,NA
ANT G3200 A_Wet - CN1 G3200 B_Dry,0.5239370966788359,NA,1051,NA,NA
ANT G3200 A_Wet - VER G3200 B_Dry,0.5558301126106528,NA,1051,NA,NA
ANT G3200 A_Wet - ALL H3700 B_Dry,0.8946094958829973,NA,1051,NA,NA
ANT G3200 A_Wet - ANT H3700 B_Dry,-0.1465547433722384,NA,1051,NA,NA
ANT G3200 A_Wet - CN1 H3700 B_Dry,0.4829225144465125,NA,1051,NA,NA
ANT G3200 A_Wet - VER H3700 B_Dry,0.5555445976824516,NA,1051,NA,NA
CN1 G3200 A_Wet - VER G3200 A_Wet,0.03189301593181689,NA,1051,NA,NA
CN1 G3200 A_Wet - ALL H3700 A_Wet,0.3841295766238333,NA,1051,NA,NA
CN1 G3200 A_Wet - ANT H3700 A_Wet,-0.6570346626314023,NA,1051,NA,NA
CN1 G3200 A_Wet - CN1 H3700 A_Wet,-0.027557404812651454,NA,1051,NA,NA
CN1 G3200 A_Wet - VER H3700 A_Wet,0.04506467842328762,NA,1051,NA,NA
CN1 G3200 A_Wet - ALL A200 B_Dry,0.0788531785471735,NA,1051,NA,NA
CN1 G3200 A_Wet - ANT A200 B_Dry,0.037688939291937826,NA,1051,NA,NA
CN1 G3200 A_Wet - CN1 A200 B_Dry,0.013035870259826193,NA,1051,NA,NA
CN1 G3200 A_Wet - VER A200 B_Dry,0.08476049668830032,NA,1051,NA,NA
CN1 G3200 A_Wet - ALL B700 B_Dry,0.05941876880452018,NA,1051,NA,NA
CN1 G3200 A_Wet - ANT B700 B_Dry,0.028220243037320136,NA,1051,NA,NA
CN1 G3200 A_Wet - CN1 B700 B_Dry,0.03399691779611944,NA,1051,NA,NA
CN1 G3200 A_Wet - VER B700 B_Dry,0.07244643836055133,NA,1051,NA,NA
CN1 G3200 A_Wet - ALL C1200 B_Dry,0.06630553777501605,NA,1051,NA,NA
CN1 G3200 A_Wet - ANT C1200 B_Dry,-0.021845035435914862,NA,1051,NA,NA
CN1 G3200 A_Wet - CN1 C1200 B_Dry,0.0010761785337536712,NA,1051,NA,NA
CN1 G3200 A_Wet - VER C1200 B_Dry,0.05970456057401604,NA,1051,NA,NA
CN1 G3200 A_Wet - ALL D1700 B_Dry,0.057009668221379116,NA,1051,NA,NA
CN1 G3200 A_Wet - ANT D1700 B_Dry,0.030653420999899282,NA,1051,NA,NA
CN1 G3200 A_Wet - CN1 D1700 B_Dry,0.013728681516127161,NA,1051,NA,NA
CN1 G3200 A_Wet - VER D1700 B_Dry,0.07047433846142497,NA,1051,NA,NA
CN1 G3200 A_Wet - ALL E2200 B_Dry,0.012433577831288348,NA,1051,NA,NA
CN1 G3200 A_Wet - ANT E2200 B_Dry,-0.026191779046805093,NA,1051,NA,NA
CN1 G3200 A_Wet - CN1 E2200 B_Dry,-0.05763935768431496,NA,1051,NA,NA
CN1 G3200 A_Wet - VER E2200 B_Dry,-0.07665789402436507,NA,1051,NA,NA
CN1 G3200 A_Wet - ALL F2700 B_Dry,0.06123788158076576,NA,1051,NA,NA
CN1 G3200 A_Wet - ANT F2700 B_Dry,-0.027878717080883113,NA,1051,NA,NA
CN1 G3200 A_Wet - CN1 F2700 B_Dry,0.009789502423696922,NA,1051,NA,NA
CN1 G3200 A_Wet - VER F2700 B_Dry,0.05340505822928305,NA,1051,NA,NA
CN1 G3200 A_Wet - ALL G3200 B_Dry,0.2606225055520435,NA,1051,NA,NA
CN1 G3200 A_Wet - ANT G3200 B_Dry,-0.7805417337031921,NA,1051,NA,NA
CN1 G3200 A_Wet - CN1 G3200 B_Dry,-0.1283023185121781,NA,1051,NA,NA
CN1 G3200 A_Wet - VER G3200 B_Dry,-0.0964093025803612,NA,1051,NA,NA
CN1 G3200 A_Wet - ALL H3700 B_Dry,0.2423700806919832,NA,1051,NA,NA
CN1 G3200 A_Wet - ANT H3700 B_Dry,-0.7987941585632524,NA,1051,NA,NA
CN1 G3200 A_Wet - CN1 H3700 B_Dry,-0.16931690074450156,NA,1051,NA,NA
CN1 G3200 A_Wet - VER H3700 B_Dry,-0.09669481750856249,NA,1051,NA,NA
VER G3200 A_Wet - ALL H3700 A_Wet,0.3522365606920164,NA,1051,NA,NA
VER G3200 A_Wet - ANT H3700 A_Wet,-0.6889276785632192,NA,1051,NA,NA
VER G3200 A_Wet - CN1 H3700 A_Wet,-0.059450420744468345,NA,1051,NA,NA
VER G3200 A_Wet - VER H3700 A_Wet,0.013171662491470726,NA,1051,NA,NA
VER G3200 A_Wet - ALL A200 B_Dry,0.046960162615356606,NA,1051,NA,NA
VER G3200 A_Wet - ANT A200 B_Dry,0.0057959233601209345,NA,1051,NA,NA
VER G3200 A_Wet - CN1 A200 B_Dry,-0.018857145671990698,NA,1051,NA,NA
VER G3200 A_Wet - VER A200 B_Dry,0.052867480756483426,NA,1051,NA,NA
VER G3200 A_Wet - ALL B700 B_Dry,0.027525752872703292,NA,1051,NA,NA
VER G3200 A_Wet - ANT B700 B_Dry,-0.003672772894496757,NA,1051,NA,NA
VER G3200 A_Wet - CN1 B700 B_Dry,0.002103901864302552,NA,1051,NA,NA
VER G3200 A_Wet - VER B700 B_Dry,0.04055342242873443,NA,1051,NA,NA
VER G3200 A_Wet - ALL C1200 B_Dry,0.03441252184319916,NA,1051,NA,NA
VER G3200 A_Wet - ANT C1200 B_Dry,-0.05373805136773175,NA,1051,NA,NA
VER G3200 A_Wet - CN1 C1200 B_Dry,-0.03081683739806322,NA,1051,NA,NA
VER G3200 A_Wet - VER C1200 B_Dry,0.02781154464219915,NA,1051,NA,NA
VER G3200 A_Wet - ALL D1700 B_Dry,0.025116652289562225,NA,1051,NA,NA
VER G3200 A_Wet - ANT D1700 B_Dry,-0.0012395949319176087,NA,1051,NA,NA
VER G3200 A_Wet - CN1 D1700 B_Dry,-0.01816433441568973,NA,1051,NA,NA
VER G3200 A_Wet - VER D1700 B_Dry,0.038581322529608074,NA,1051,NA,NA
VER G3200 A_Wet - ALL E2200 B_Dry,-0.019459438100528543,NA,1051,NA,NA
VER G3200 A_Wet - ANT E2200 B_Dry,-0.058084794978621984,NA,1051,NA,NA
VER G3200 A_Wet - CN1 E2200 B_Dry,-0.08953237361613185,NA,1051,NA,NA
VER G3200 A_Wet - VER E2200 B_Dry,-0.10855090995618197,NA,1051,NA,NA
VER G3200 A_Wet - ALL F2700 B_Dry,0.029344865648948868,NA,1051,NA,NA
VER G3200 A_Wet - ANT F2700 B_Dry,-0.0597717330127,NA,1051,NA,NA
VER G3200 A_Wet - CN1 F2700 B_Dry,-0.022103513508119968,NA,1051,NA,NA
VER G3200 A_Wet - VER F2700 B_Dry,0.021512042297466158,NA,1051,NA,NA
VER G3200 A_Wet - ALL G3200 B_Dry,0.2287294896202266,NA,1051,NA,NA
VER G3200 A_Wet - ANT G3200 B_Dry,-0.8124347496350091,NA,1051,NA,NA
VER G3200 A_Wet - CN1 G3200 B_Dry,-0.160195334443995,NA,1051,NA,NA
VER G3200 A_Wet - VER G3200 B_Dry,-0.1283023185121781,NA,1051,NA,NA
VER G3200 A_Wet - ALL H3700 B_Dry,0.2104770647601663,NA,1051,NA,NA
VER G3200 A_Wet - ANT H3700 B_Dry,-0.8306871744950693,NA,1051,NA,NA
VER G3200 A_Wet - CN1 H3700 B_Dry,-0.20120991667631846,NA,1051,NA,NA
VER G3200 A_Wet - VER H3700 B_Dry,-0.12858783344037938,NA,1051,NA,NA
ALL H3700 A_Wet - ANT H3700 A_Wet,-1.0411642392552356,NA,1051,NA,NA
ALL H3700 A_Wet - CN1 H3700 A_Wet,-0.41168698143648474,NA,1051,NA,NA
ALL H3700 A_Wet - VER H3700 A_Wet,-0.3390648982005457,NA,1051,NA,NA
ALL H3700 A_Wet - ALL A200 B_Dry,-0.3052763980766598,NA,1051,NA,NA
ALL H3700 A_Wet - ANT A200 B_Dry,-0.3464406373318955,NA,1051,NA,NA
ALL H3700 A_Wet - CN1 A200 B_Dry,-0.3710937063640071,NA,1051,NA,NA
ALL H3700 A_Wet - VER A200 B_Dry,-0.299369079935533,NA,1051,NA,NA
ALL H3700 A_Wet - ALL B700 B_Dry,-0.3247108078193131,NA,1051,NA,NA
ALL H3700 A_Wet - ANT B700 B_Dry,-0.35590933358651317,NA,1051,NA,NA
ALL H3700 A_Wet - CN1 B700 B_Dry,-0.3501326588277139,NA,1051,NA,NA
ALL H3700 A_Wet - VER B700 B_Dry,-0.311683138263282,NA,1051,NA,NA
ALL H3700 A_Wet - ALL C1200 B_Dry,-0.31782403884881727,NA,1051,NA,NA
ALL H3700 A_Wet - ANT C1200 B_Dry,-0.40597461205974816,NA,1051,NA,NA
ALL H3700 A_Wet - CN1 C1200 B_Dry,-0.38305339809007966,NA,1051,NA,NA
ALL H3700 A_Wet - VER C1200 B_Dry,-0.32442501604981727,NA,1051,NA,NA
ALL H3700 A_Wet - ALL D1700 B_Dry,-0.3271199084024542,NA,1051,NA,NA
ALL H3700 A_Wet - ANT D1700 B_Dry,-0.35347615562393403,NA,1051,NA,NA
ALL H3700 A_Wet - CN1 D1700 B_Dry,-0.37040089510770613,NA,1051,NA,NA
ALL H3700 A_Wet - VER D1700 B_Dry,-0.31365523816240837,NA,1051,NA,NA
ALL H3700 A_Wet - ALL E2200 B_Dry,-0.37169599879254495,NA,1051,NA,NA
ALL H3700 A_Wet - ANT E2200 B_Dry,-0.41032135567063843,NA,1051,NA,NA
ALL H3700 A_Wet - CN1 E2200 B_Dry,-0.4417689343081483,NA,1051,NA,NA
ALL H3700 A_Wet - VER E2200 B_Dry,-0.4607874706481984,NA,1051,NA,NA
ALL H3700 A_Wet - ALL F2700 B_Dry,-0.3228916950430676,NA,1051,NA,NA
ALL H3700 A_Wet - ANT F2700 B_Dry,-0.4120082937047164,NA,1051,NA,NA
ALL H3700 A_Wet - CN1 F2700 B_Dry,-0.3743400742001364,NA,1051,NA,NA
ALL H3700 A_Wet - VER F2700 B_Dry,-0.33072451839455025,NA,1051,NA,NA
ALL H3700 A_Wet - ALL G3200 B_Dry,-0.12350707107178982,NA,1051,NA,NA
ALL H3700 A_Wet - ANT G3200 B_Dry,-1.1646713103270254,NA,1051,NA,NA
ALL H3700 A_Wet - CN1 G3200 B_Dry,-0.5124318951360114,NA,1051,NA,NA
ALL H3700 A_Wet - VER G3200 B_Dry,-0.4805388792041945,NA,1051,NA,NA
ALL H3700 A_Wet - ALL H3700 B_Dry,-0.1417594959318501,NA,1051,NA,NA
ALL H3700 A_Wet - ANT H3700 B_Dry,-1.1829237351870858,NA,1051,NA,NA
ALL H3700 A_Wet - CN1 H3700 B_Dry,-0.5534464773683349,NA,1051,NA,NA
ALL H3700 A_Wet - VER H3700 B_Dry,-0.4808243941323958,NA,1051,NA,NA
ANT H3700 A_Wet - CN1 H3700 A_Wet,0.6294772578187509,NA,1051,NA,NA
ANT H3700 A_Wet - VER H3700 A_Wet,0.70209934105469,NA,1051,NA,NA
ANT H3700 A_Wet - ALL A200 B_Dry,0.7358878411785759,NA,1051,NA,NA
ANT H3700 A_Wet - ANT A200 B_Dry,0.6947236019233402,NA,1051,NA,NA
ANT H3700 A_Wet - CN1 A200 B_Dry,0.6700705328912285,NA,1051,NA,NA
ANT H3700 A_Wet - VER A200 B_Dry,0.7417951593197026,NA,1051,NA,NA
ANT H3700 A_Wet - ALL B700 B_Dry,0.7164534314359225,NA,1051,NA,NA
ANT H3700 A_Wet - ANT B700 B_Dry,0.6852549056687225,NA,1051,NA,NA
ANT H3700 A_Wet - CN1 B700 B_Dry,0.6910315804275218,NA,1051,NA,NA
ANT H3700 A_Wet - VER B700 B_Dry,0.7294811009919536,NA,1051,NA,NA
ANT H3700 A_Wet - ALL C1200 B_Dry,0.7233402004064184,NA,1051,NA,NA
ANT H3700 A_Wet - ANT C1200 B_Dry,0.6351896271954874,NA,1051,NA,NA
ANT H3700 A_Wet - CN1 C1200 B_Dry,0.6581108411651561,NA,1051,NA,NA
ANT H3700 A_Wet - VER C1200 B_Dry,0.7167392232054184,NA,1051,NA,NA
ANT H3700 A_Wet - ALL D1700 B_Dry,0.7140443308527815,NA,1051,NA,NA
ANT H3700 A_Wet - ANT D1700 B_Dry,0.6876880836313016,NA,1051,NA,NA
ANT H3700 A_Wet - CN1 D1700 B_Dry,0.6707633441475295,NA,1051,NA,NA
ANT H3700 A_Wet - VER D1700 B_Dry,0.7275090010928273,NA,1051,NA,NA
ANT H3700 A_Wet - ALL E2200 B_Dry,0.6694682404626907,NA,1051,NA,NA
ANT H3700 A_Wet - ANT E2200 B_Dry,0.6308428835845973,NA,1051,NA,NA
ANT H3700 A_Wet - CN1 E2200 B_Dry,0.5993953049470874,NA,1051,NA,NA
ANT H3700 A_Wet - VER E2200 B_Dry,0.5803767686070372,NA,1051,NA,NA
ANT H3700 A_Wet - ALL F2700 B_Dry,0.7182725442121681,NA,1051,NA,NA
ANT H3700 A_Wet - ANT F2700 B_Dry,0.6291559455505192,NA,1051,NA,NA
ANT H3700 A_Wet - CN1 F2700 B_Dry,0.6668241650550992,NA,1051,NA,NA
ANT H3700 A_Wet - VER F2700 B_Dry,0.7104397208606854,NA,1051,NA,NA
ANT H3700 A_Wet - ALL G3200 B_Dry,0.9176571681834459,NA,1051,NA,NA
ANT H3700 A_Wet - ANT G3200 B_Dry,-0.12350707107178982,NA,1051,NA,NA
ANT H3700 A_Wet - CN1 G3200 B_Dry,0.5287323441192242,NA,1051,NA,NA
ANT H3700 A_Wet - VER G3200 B_Dry,0.5606253600510411,NA,1051,NA,NA
ANT H3700 A_Wet - ALL H3700 B_Dry,0.8994047433233856,NA,1051,NA,NA
ANT H3700 A_Wet - ANT H3700 B_Dry,-0.1417594959318501,NA,1051,NA,NA
ANT H3700 A_Wet - CN1 H3700 B_Dry,0.4877177618869008,NA,1051,NA,NA
ANT H3700 A_Wet - VER H3700 B_Dry,0.5603398451228399,NA,1051,NA,NA
CN1 H3700 A_Wet - VER H3700 A_Wet,0.07262208323593908,NA,1051,NA,NA
CN1 H3700 A_Wet - ALL A200 B_Dry,0.10641058335982495,NA,1051,NA,NA
CN1 H3700 A_Wet - ANT A200 B_Dry,0.06524634410458928,NA,1051,NA,NA
CN1 H3700 A_Wet - CN1 A200 B_Dry,0.04059327507247765,NA,1051,NA,NA
CN1 H3700 A_Wet - VER A200 B_Dry,0.11231790150095178,NA,1051,NA,NA
CN1 H3700 A_Wet - ALL B700 B_Dry,0.08697617361717164,NA,1051,NA,NA
CN1 H3700 A_Wet - ANT B700 B_Dry,0.055777647849971586,NA,1051,NA,NA
CN1 H3700 A_Wet - CN1 B700 B_Dry,0.061554322608770896,NA,1051,NA,NA
CN1 H3700 A_Wet - VER B700 B_Dry,0.10000384317320278,NA,1051,NA,NA
CN1 H3700 A_Wet - ALL C1200 B_Dry,0.0938629425876675,NA,1051,NA,NA
CN1 H3700 A_Wet - ANT C1200 B_Dry,0.005712369376736592,NA,1051,NA,NA
CN1 H3700 A_Wet - CN1 C1200 B_Dry,0.028633583346405124,NA,1051,NA,NA
CN1 H3700 A_Wet - VER C1200 B_Dry,0.08726196538666749,NA,1051,NA,NA
CN1 H3700 A_Wet - ALL D1700 B_Dry,0.08456707303403058,NA,1051,NA,NA
CN1 H3700 A_Wet - ANT D1700 B_Dry,0.058210825812550736,NA,1051,NA,NA
CN1 H3700 A_Wet - CN1 D1700 B_Dry,0.041286086328778615,NA,1051,NA,NA
CN1 H3700 A_Wet - VER D1700 B_Dry,0.09803174327407642,NA,1051,NA,NA
CN1 H3700 A_Wet - ALL E2200 B_Dry,0.039990982643939806,NA,1051,NA,NA
CN1 H3700 A_Wet - ANT E2200 B_Dry,0.001365625765846362,NA,1051,NA,NA
CN1 H3700 A_Wet - CN1 E2200 B_Dry,-0.030081952871663507,NA,1051,NA,NA
CN1 H3700 A_Wet - VER E2200 B_Dry,-0.049100489211713616,NA,1051,NA,NA
CN1 H3700 A_Wet - ALL F2700 B_Dry,0.08879528639341722,NA,1051,NA,NA
CN1 H3700 A_Wet - ANT F2700 B_Dry,-3.2131226823165935e-4,NA,1051,NA,NA
CN1 H3700 A_Wet - CN1 F2700 B_Dry,0.03734690723634838,NA,1051,NA,NA
CN1 H3700 A_Wet - VER F2700 B_Dry,0.0809624630419345,NA,1051,NA,NA
